school,notenglish,fromnonenglish,notfrench,fromnonfrench
504998,50,20,99,21
505250,30,5,100,0
13226,60,10,100,10
505587,40,10,90,10
506036,10,10,100,10
508110,50,10,100,10
509280,35,10,95,10
511102,10,0,100,5
511137,45,5,100,5
514314,70,15,100,15
941425,26,6,100,5
287300,35,0,100,0
515132,15,0,100,0
515272,65,5,95,0
515337,70,5,100,10
941948,62,8,100,9
941972,17,2,100,2
535311,75,20,100,20
942200,54,6,99,6
942367,50,0,100,0
517348,35,15,100,20
518840,61,8,100,8
960413,20,0,100,0
520110,10,0,100,0
528269,60,5,100,10
529176,35,10,100,10
528919,55,10,100,10
529958,10,5,100,0
531022,45,10,100,10
534374,50,0,100,0
535443,70,20,100,15
945250,68,21,100,22
536970,55,10,100,10
946192,10,0,100,0
946338,20,10,90,0
542040,5,5,100,5
543349,40,10,100,10
543470,5,5,95,0
544388,20,9,99,9
547875,75,35,100,30
586765,45,5,95,5
550647,60,5,100,10
609900,45,10,100,10
536393,80,15,100,10
551279,25,10,100,10
526890,0,0,100,0
947300,10,0,100,0
555169,35,15,95,10
947407,55,10,100,10
422237,64,3,100,3
552704,95,26,100,26
553093,35,10,100,15
556793,60,15,100,15
557200,55,10,100,10
557382,35,10,100,10
607827,45,7,100,7
562580,35,10,100,5
563234,25,10,100,10
949027,20,1,99,1
569135,89,24,100,24
569607,40,15,100,15
949353,64,7,99,7
574546,25,5,100,5
576239,45,20,100,20
579092,45,10,100,10
586374,40,10,100,10
587028,20,0,100,5
591050,40,10,100,10
593915,35,5,100,5
928852,20,0,100,0
595608,40,15,100,15
951560,37,11,100,11
596256,30,10,100,15
951749,58,6,99,7
596388,50,15,100,15
597554,39,11,99,10
597686,15,5,100,0
951951,29,7,99,7
602108,45,10,95,5
952605,51,11,100,11
602850,30,0,100,5
952818,48,14,100,13
603015,45,15,100,15
603406,30,0,100,5
952990,32,5,100,5
603929,50,15,100,20
605166,65,10,100,15
605611,5,5,100,10
607177,27,2,99,2
607304,20,10,100,10
607550,20,0,100,5
607568,22,2,99,2
679054,40,0,100,0
950130,50,15,100,15
609250,7,3,99,3
609510,40,10,100,10
609773,49,8,99,8
89516,40,15,100,10
613282,35,5,100,5
614882,42,8,99,8
615366,10,0,100,0
954039,59,13,99,14
616141,9,4,99,4
954160,65,6,100,7
616532,80,15,100,15
617210,65,30,100,30
954640,40,0,95,0
954683,53,4,100,4
954810,50,7,99,7
954942,65,50,95,50
624594,45,10,100,15
624756,30,5,100,5
625132,50,10,100,5
599135,30,0,100,0
186880,35,20,100,20
890170,8,1,99,2
10219,5,0,100,0
19577,0,0,100,0
55450,0,0,100,0
56758,0,0,100,0
895660,2,1,100,1
83798,0,0,100,0
99007,0,0,100,0
147524,0,0,100,0
154113,0,0,100,0
909700,0,0,100,0
194018,0,5,100,5
357707,0,0,100,0
227099,0,0,100,0
914380,5,0,100,0
228877,0,0,100,0
915297,5,0,100,0
917761,2,1,100,0
273597,0,0,100,0
918130,1,1,99,1
278211,0,5,100,0
240761,0,0,100,0
418013,0,0,100,0
374601,0,0,100,0
294004,0,0,100,0
417378,0,0,100,0
170240,5,0,100,0
307947,0,0,100,0
311685,2,1,100,0
922838,0,0,100,0
327280,0,0,100,0
329460,0,0,100,0
368946,0,0,99,0
382140,0,0,100,0
382191,0,0,100,0
435708,0,0,100,0
99520,0,0,100,0
575194,0,0,100,0
48305,0,0,100,0
68454,0,0,100,5
489425,0,0,100,0
503630,0,0,100,0
99783,0,0,100,0
575976,0,0,100,0
568694,0,0,100,0
590002,0,10,100,0
606138,0,0,100,0
620173,0,0,100,0
891630,0,0,100,0
557661,0,0,100,0
20389,0,0,100,0
892807,5,0,100,0
33990,0,0,100,0
253543,5,0,100,5
38598,0,0,100,0
247005,15,0,100,0
896578,10,0,100,1
73911,0,0,100,0
76643,0,0,100,0
898520,6,1,100,1
559939,0,0,100,0
90107,0,0,100,0
94846,0,0,95,0
262508,0,0,95,0
897876,0,0,100,0
106283,0,0,100,0
517488,0,0,95,0
120324,0,5,100,0
902810,18,2,99,2
477957,20,0,95,5
149209,0,0,100,0
170631,0,0,100,0
157376,10,0,100,0
331317,0,0,100,0
269852,0,0,95,0
911526,0,0,100,0
218111,0,0,100,0
913219,10,5,90,5
174498,10,0,100,0
278149,0,0,100,0
288934,2,0,100,0
303429,10,0,90,5
314153,0,0,100,5
319740,0,0,100,0
320498,0,0,100,0
325538,0,0,100,0
334901,0,0,100,0
349259,10,0,95,0
349623,0,0,100,0
356417,0,0,100,0
361992,0,5,100,5
483672,0,0,100,0
374474,0,0,100,0
13617,5,5,100,5
382825,5,0,100,0
929590,0,5,100,5
153822,0,0,100,0
177911,0,0,100,0
929859,4,1,100,0
35240,0,0,100,0
47180,0,0,100,0
430110,0,0,100,0
431303,0,0,100,0
101112,5,0,100,0
935050,3,0,100,0
26727,0,0,100,0
452297,20,5,90,0
468428,0,0,100,0
938300,0,0,100,0
26666,0,0,100,0
483834,0,0,100,0
935425,5,0,95,0
621684,5,0,100,0
488542,10,0,100,0
492957,0,0,100,0
28851,0,0,100,0
937673,10,0,100,0
494666,0,0,100,0
494070,5,0,95,0
918415,0,0,100,0
517732,0,0,100,0
942596,6,0,99,0
524654,0,0,100,0
129038,0,0,100,0
167126,0,0,100,0
942987,0,0,95,0
386470,0,0,100,0
540056,15,0,100,0
944670,25,0,100,0
544582,0,0,100,0
945072,5,0,97,1
91610,5,0,100,0
946648,0,0,100,0
463655,0,5,100,0
536849,5,0,100,0
550795,0,0,100,0
472181,0,0,100,0
948314,8,1,99,0
557250,0,0,100,0
615129,0,0,100,5
949094,30,0,80,5
578444,20,0,100,0
56103,0,5,100,0
601977,0,0,95,0
609285,0,0,95,0
613150,0,0,100,0
461059,0,0,100,0
438170,0,0,100,0
24252,5,0,100,0
57380,20,0,100,0
185191,5,0,100,0
899283,26,2,99,3
90247,0,0,100,0
93696,10,5,100,10
900214,3,1,100,1
99139,65,5,100,0
909831,2,1,99,0
902462,0,0,100,0
418790,5,5,100,0
953571,30,10,100,10
148539,0,0,100,0
947245,10,0,100,0
208310,0,0,100,0
61228,20,0,95,0
158764,5,0,100,0
506264,5,0,100,0
296082,4,1,100,1
166472,5,0,100,0
178969,0,0,100,0
184411,0,0,100,0
909050,0,0,100,0
185582,0,0,100,0
199699,10,5,95,5
208620,15,0,100,0
96502,5,0,100,0
226793,0,0,100,0
914770,29,1,99,2
223735,0,5,100,0
418765,5,1,100,1
282324,1,0,100,0
281522,0,5,100,0
282316,20,10,95,10
209635,0,0,100,0
918679,17,5,99,4
477416,5,0,100,0
284254,7,1,98,2
286729,10,5,100,0
586866,13,2,100,2
289060,10,0,100,0
145882,10,5,100,0
311316,0,0,100,0
371483,0,0,100,0
366668,0,5,100,5
368644,36,4,100,3
369535,5,0,100,0
368822,2,2,100,2
931284,12,2,100,1
932450,6,2,99,1
428817,5,5,100,0
431150,15,0,95,5
432458,5,0,100,0
434639,0,0,100,0
450006,5,0,100,0
452491,2,1,100,1
457159,3,3,100,3
457930,0,5,100,5
458384,20,10,100,10
271678,20,10,100,10
488879,0,0,100,0
185329,0,0,100,0
497193,0,0,100,0
460796,24,5,100,5
477283,5,0,100,0
548618,45,5,100,5
460015,0,0,100,0
576107,0,5,100,0
577014,0,0,100,0
590665,13,4,100,4
953555,5,0,100,0
381646,35,7,100,7
947253,3,0,100,0
603244,20,5,100,10
363687,20,5,100,0
609552,30,15,100,10
690767,25,0,100,0
693693,20,5,100,5
697460,5,0,100,0
716790,5,0,100,0
718920,10,0,100,5
720208,5,1,100,1
724602,17,6,100,6
732320,13,2,100,2
732338,15,10,100,10
743186,5,0,100,0
744700,35,10,95,10
746304,15,10,100,10
753009,23,5,100,6
829936,11,1,100,1
764450,15,5,100,5
765678,25,20,100,20
766844,50,30,100,25
770876,15,10,100,5
771007,11,9,100,9
765694,0,0,100,0
776726,18,3,100,3
777501,30,20,100,15
866296,5,0,100,0
780650,5,0,100,0
866555,5,0,100,0
785695,20,5,100,10
786217,19,4,100,4
786772,20,0,100,0
788694,10,0,100,0
831724,10,0,100,0
795445,0,0,100,0
801682,59,35,100,34
814687,10,5,95,0
690023,13,4,100,3
820512,10,0,100,0
821330,15,0,100,5
823317,15,0,100,0
832103,34,11,99,10
832375,10,5,100,5
834440,10,5,100,0
836303,25,5,100,5
841331,25,10,100,5
845108,10,0,100,0
851213,10,10,100,10
851736,0,0,100,0
856592,15,10,100,15
858013,9,1,100,1
733121,10,5,100,0
1058,45,20,100,20
671,60,15,100,20
13900,35,15,100,15
28541,30,0,100,0
29459,0,0,100,0
34363,3,0,100,0
50512,5,0,100,0
895458,16,1,100,2
588849,16,1,100,0
61697,15,5,100,5
34355,26,5,100,5
898090,43,3,100,3
89451,3,0,100,0
89699,40,15,100,15
90166,10,5,100,5
90220,30,5,100,5
91332,10,5,100,5
100170,10,5,100,0
634232,38,5,100,5
108693,27,2,100,2
620432,0,0,100,0
124354,10,5,100,0
125555,30,10,100,10
126179,30,10,100,10
127876,30,10,100,10
588970,25,0,100,0
144266,5,0,100,0
907499,37,20,100,20
134618,30,8,100,8
170682,20,5,100,5
171417,15,5,100,5
908142,24,0,100,0
181030,32,14,100,14
199389,55,0,100,0
201421,4,3,100,3
910350,40,19,100,19
201448,30,15,100,10
203394,23,9,100,9
911399,28,7,99,8
217891,20,0,100,0
913340,17,1,100,0
914070,22,2,100,2
226920,10,5,100,0
384097,5,0,100,0
609422,40,9,100,9
95230,8,1,100,0
255653,5,0,100,0
257605,10,0,100,0
266183,30,15,100,20
917931,29,3,100,3
279595,25,10,100,10
486336,24,4,100,3
918555,11,1,100,1
339451,49,10,100,10
471541,27,5,100,5
285536,15,5,100,0
283860,0,0,100,0
288241,40,20,100,20
294390,20,10,100,15
920495,17,2,99,2
303003,30,5,100,5
308463,42,11,100,12
309320,35,5,100,10
311731,26,6,100,6
588326,20,5,100,0
313246,20,10,100,10
314331,75,0,100,0
327930,30,10,100,10
589101,25,5,100,10
331708,40,5,100,5
338079,20,5,100,10
345997,25,10,100,5
356425,10,10,100,10
83559,25,5,100,5
109487,16,3,100,3
382620,25,0,100,5
610429,5,0,100,0
383422,10,5,100,0
433799,5,5,100,0
436267,30,10,100,10
445878,20,5,100,10
936480,17,1,99,1
95753,10,0,100,0
460273,10,5,100,5
461962,20,10,100,10
466646,40,5,100,5
486140,0,0,100,0
488747,45,20,100,20
495891,34,6,100,6
496685,30,5,100,0
497738,34,6,100,6
497800,20,5,100,5
509159,10,5,100,5
533718,24,6,100,6
379959,4,0,100,0
942006,36,3,100,4
518905,15,5,100,0
524751,20,20,100,15
943894,4,1,99,0
528781,10,0,95,0
621609,5,0,100,5
534242,20,0,100,0
536717,12,1,100,0
540099,30,20,100,20
543730,35,15,100,15
547506,5,2,100,1
561070,25,10,100,10
118524,47,11,100,12
606189,42,8,99,9
950912,45,16,100,17
951048,3,0,100,0
591955,23,1,100,2
595098,26,4,100,4
602230,41,22,100,21
602906,20,5,100,5
616257,20,0,100,5
278280,41,8,99,8
612502,49,23,99,23
615889,45,20,100,20
618810,20,0,100,5
689661,5,3,100,4
718610,0,5,100,0
704334,5,1,100,1
730777,10,0,100,0
745529,26,15,99,16
708704,5,0,100,0
756059,10,10,100,10
792080,15,0,100,0
739395,6,1,100,1
798690,6,2,100,1
858892,5,0,100,0
803189,5,0,100,0
801550,5,0,100,5
801429,0,0,100,0
808318,0,5,100,5
808830,35,30,100,25
825476,0,0,100,0
825344,0,0,100,0
833690,10,10,100,10
837210,20,5,100,10
841200,10,0,100,5
868000,30,20,100,20
688363,36,4,100,4
801101,25,10,100,15
694452,11,2,100,1
848914,20,10,100,10
700088,76,47,99,48
697168,15,0,100,5
689622,10,5,100,0
706523,12,2,100,2
711454,35,10,100,15
704245,9,3,99,3
717835,0,0,100,0
715824,20,1,100,2
721735,70,50,95,45
725510,30,5,100,10
737984,30,10,100,10
747343,29,3,100,4
747700,20,10,100,10
690910,0,0,100,0
757616,5,0,100,0
769576,35,25,95,20
771392,20,5,100,0
771520,7,0,99,0
772950,0,0,100,0
783692,15,5,100,0
793361,10,5,100,0
799475,30,10,100,15
781533,20,5,100,6
803243,5,0,100,1
802859,10,0,100,0
803790,0,0,100,0
806188,5,0,100,0
736163,24,2,99,2
819492,15,5,100,5
825964,0,0,100,0
844160,5,0,100,0
847704,8,1,100,2
849910,10,10,100,10
778931,17,10,99,9
864170,4,0,99,0
859095,5,1,100,1
839397,20,5,100,5
718018,35,20,95,20
859575,0,0,100,0
866008,25,5,100,10
686263,30,0,100,0
689777,40,15,100,10
874361,20,2,100,2
693820,25,8,100,8
728632,20,1,100,1
696919,50,3,99,3
705470,25,5,100,0
703672,5,5,100,5
849901,12,0,100,0
856052,18,4,100,3
706540,20,0,100,5
710024,10,0,100,5
706809,49,7,100,7
708062,10,0,100,0
688745,13,3,100,3
720488,14,1,100,1
716995,13,0,100,0
756440,6,1,100,0
718432,20,5,100,5
721530,10,5,100,5
726206,10,5,100,5
737690,10,0,100,0
741752,30,15,100,10
874888,45,15,100,15
744026,8,0,99,0
741744,10,0,100,0
744484,10,0,100,5
742236,10,0,100,0
741710,10,0,100,0
748528,10,0,100,0
748536,5,5,100,0
732281,15,0,100,0
766636,20,0,100,5
749966,5,0,100,0
756709,28,7,100,7
753161,38,6,100,6
822728,10,0,100,0
762016,20,5,100,5
765201,30,5,100,5
874396,10,0,100,0
769606,5,0,100,0
774049,20,10,100,5
773689,30,0,100,0
765708,38,2,100,3
777161,55,10,100,10
773832,5,0,100,0
836324,11,0,100,1
703966,5,0,100,0
691356,21,1,99,1
781460,15,5,95,5
854147,26,2,100,2
783137,40,10,100,10
784303,5,0,100,0
783927,5,0,100,0
786020,15,0,95,0
788082,30,0,95,0
788112,28,6,99,6
789003,18,2,99,2
789488,18,3,100,3
792306,35,5,100,10
793809,5,5,100,0
795887,5,0,100,0
798495,20,0,100,0
799912,21,1,99,1
774824,12,1,100,1
801259,22,8,99,8
761079,15,0,100,0
727300,10,0,100,5
750581,40,10,100,10
724220,35,10,100,10
806366,20,0,100,0
809381,22,8,100,8
809489,30,15,95,15
815411,30,10,100,10
785572,17,2,100,3
816450,53,4,100,4
725161,15,0,100,0
821969,10,0,95,5
757573,30,0,100,5
823430,5,0,100,0
830437,7,0,100,0
827169,20,5,100,5
728752,16,2,100,2
832383,20,0,100,5
811780,12,1,99,0
835048,35,10,100,10
736888,16,0,99,0
835498,40,10,100,10
836273,20,0,100,0
795471,10,3,99,2
837431,30,5,100,5
838314,5,0,100,0
843067,20,5,100,5
845531,20,10,100,10
814080,10,0,100,0
848832,30,20,100,20
849626,62,6,100,6
851167,10,0,100,5
852546,32,1,100,1
864080,5,0,100,0
737242,12,2,100,2
3913,51,1,99,2
14176,91,7,100,8
904040,55,9,100,8
68710,46,5,100,6
112387,38,7,100,7
663,86,8,100,9
20702,30,5,100,10
26530,55,10,100,10
28231,50,8,100,9
28282,25,10,100,5
892998,24,3,100,2
54623,47,6,100,7
30694,15,0,100,0
570115,42,1,100,2
36447,42,10,100,10
36455,50,10,100,5
36471,50,10,100,10
33561,57,12,99,12
893978,64,11,100,12
120199,86,11,99,11
47910,53,1,100,1
557674,48,2,100,3
939585,9,1,99,0
890202,40,2,99,2
50199,5,0,100,0
616722,54,3,100,3
55131,50,11,100,12
55395,46,7,99,7
418445,56,8,100,8
56405,70,5,100,0
34347,50,10,100,10
933346,64,5,100,5
71870,55,10,100,15
211434,34,7,100,6
86517,69,14,100,14
90050,92,6,100,7
74527,67,9,100,9
101990,61,12,100,13
115541,70,10,100,10
111430,29,5,99,6
77011,65,10,100,15
122858,81,7,100,6
123609,46,8,100,8
128511,65,25,100,26
128457,20,0,100,0
246078,68,4,100,4
236411,5,0,100,5
136875,20,0,100,5
139343,30,10,100,10
140783,82,11,100,11
72086,67,7,100,7
136883,73,18,100,17
905020,41,4,99,4
904970,27,5,99,5
563982,47,7,100,8
619132,70,30,100,30
156019,30,0,100,0
270680,40,1,99,1
281909,85,10,100,5
908819,13,1,100,2
192937,5,0,100,0
201545,60,10,95,10
54640,70,5,100,5
204170,29,4,99,5
201776,68,5,100,6
213730,50,5,100,10
213772,27,2,100,1
217220,30,0,100,0
213861,50,5,100,5
442954,60,5,100,10
217972,63,8,100,8
237086,75,10,95,10
184305,30,2,100,2
23016,31,4,100,5
252794,60,10,100,10
254078,42,7,100,6
255971,88,10,100,9
256005,25,5,100,5
234460,15,5,100,5
917893,9,1,100,1
280224,30,10,100,10
281913,55,10,100,10
282545,10,0,100,0
13719,77,6,99,6
364741,51,5,100,6
283118,60,10,100,10
286079,60,10,100,10
281581,56,1,99,1
919233,4,0,100,0
291080,10,0,100,0
89442,41,7,100,7
291145,20,0,100,0
297615,25,0,100,0
919586,28,5,100,5
302457,20,0,100,5
290254,13,1,100,1
303860,45,12,100,12
304220,0,0,100,0
921661,60,10,99,10
400308,45,3,100,3
307866,25,1,99,1
313599,61,5,100,5
16874,58,8,100,9
382809,40,5,100,5
323195,56,3,100,3
491629,55,7,100,8
361879,58,13,100,13
597201,58,8,100,8
951714,67,11,100,10
234850,25,0,100,0
924911,30,2,100,1
342394,90,5,100,10
924849,53,6,99,6
326712,24,1,100,1
356263,20,5,100,5
364010,50,8,100,9
240701,60,10,100,10
926140,83,5,100,5
926817,82,5,100,6
365190,75,5,95,0
185604,57,12,100,12
372463,0,0,100,0
375896,10,0,100,0
456316,71,5,100,5
565973,36,7,100,8
928682,21,3,100,3
400645,20,0,100,0
406139,30,4,100,5
413348,50,25,100,20
413658,37,7,100,8
16796,42,4,100,4
234591,10,0,100,0
431354,86,9,100,9
435546,55,10,100,10
548103,49,6,100,7
205611,45,3,100,3
894672,61,7,99,7
444286,35,10,100,10
448966,30,10,100,10
450073,37,1,99,1
453900,20,10,100,5
235245,10,0,100,0
472174,10,5,100,0
472727,50,10,100,10
494607,86,7,100,8
479063,69,20,100,21
501188,73,11,100,12
479454,15,5,100,0
479772,30,10,100,10
964809,52,9,100,8
938106,60,9,100,9
483176,73,14,100,16
257447,60,5,100,5
52254,10,0,100,0
489310,20,5,100,5
3104,47,1,100,1
491144,45,15,100,15
491470,50,20,100,20
491993,65,30,100,30
493422,65,10,100,10
413133,47,0,99,0
298298,5,0,100,0
235113,10,5,95,5
514292,56,18,100,18
511080,70,15,99,15
422035,60,5,100,10
134959,47,0,99,0
942340,28,4,100,4
516821,65,10,100,10
945508,52,5,99,5
537659,75,12,100,13
538736,39,6,100,6
538833,40,10,100,0
945455,28,1,100,1
539961,10,5,100,5
519030,0,5,100,0
946362,0,0,100,0
544256,10,0,100,0
298904,40,5,100,5
318387,90,25,100,20
552836,50,15,100,10
947792,65,17,100,17
548712,29,6,100,7
947814,46,5,100,6
898285,54,5,100,4
561100,68,14,100,13
949140,61,8,99,8
566500,87,9,100,10
340936,30,10,100,10
949230,48,3,99,2
570419,65,0,100,5
570460,46,1,99,1
462820,55,10,100,10
579246,5,0,100,0
586501,65,25,100,20
28304,35,10,100,10
308026,34,3,100,2
595500,60,10,100,10
952516,30,2,100,2
604674,20,0,100,0
608017,91,6,99,6
607274,15,0,100,5
340898,59,15,100,15
610593,40,10,100,5
614700,40,5,100,5
634565,42,2,98,3
549380,73,11,100,13
954292,56,7,100,7
617318,60,10,100,10
618896,45,0,100,0
624101,50,5,100,0
